No.,Symbol,Market Cap,Company Name,Exchange,Sector
1604,INN,588624365,"Summit Hotel Properties, Inc.",NYSE,Real Estate
1605,CABO,638707309,"Cable One, Inc.",NYSE,Communication Services
1606,VTLE,671657567,"Vital Energy, Inc.",NYSE,Energy
1607,GOTU,969586752,Gaotu Techedu Inc.,NYSE,Consumer Staples
1608,HUYA,641283224,HUYA Inc.,NYSE,Communication Services
1609,GHM,624841268,Graham Corporation,NYSE,Industrials
1610,SMBK,621522037,"SmartFinancial, Inc.",NYSE,Financials
1611,TROX,618331955,Tronox Holdings plc,NYSE,Materials
1612,WDH,61512202,Waterdrop Inc.,NYSE,Financials
1613,IIIN,613421096,Insteel Industries Inc.,NYSE,Industrials
1614,BKSY,611441612,BlackSky Technology Inc.,NYSE,Industrials
1615,IBTA,538071517,"Ibotta, Inc.",NYSE,Technology
1616,FRGE,609366475,"Forge Global Holdings, Inc.",NYSE,Financials
1617,ETD,600226885,Ethan Allen Interiors Inc.,NYSE,Consumer Discretionary
1618,YSG,596188149,Yatsen Holding Limited,NYSE,Consumer Staples
1619,NPB,258631410,"Northpointe Bancshares, Inc.",NYSE,Financials
1620,SNDA,622601099,"Sonida Senior Living, Inc.",NYSE,Healthcare
1621,BDN,587102752,Brandywine Realty Trust,NYSE,Real Estate
1622,BCSS,2784800000,Bain Capital GSS Investment Corp.,NYSE,Financials
1623,NPWR,221548158,NET Power Inc.,NYSE,Industrials
1624,KOP,586260248,Koppers Holdings Inc.,NYSE,Materials
1625,EVAC,585100000,EQV Ventures Acquisition Corp. II,NYSE,Financials
1626,CTO,580973194,"CTO Realty Growth, Inc.",NYSE,Real Estate
1627,CINT,590367308,CI&T Inc.,NYSE,Technology
1628,EBS,591027268,Emergent BioSolutions Inc.,NYSE,Healthcare
1629,NX,574836780,Quanex Building Products Corporation,NYSE,Industrials
1630,UHT,568679602,Universal Health Realty Income Trust,NYSE,Real Estate
1631,KRO,566061331,"Kronos Worldwide, Inc.",NYSE,Materials
1632,IVR,512046120,Invesco Mortgage Capital Inc.,NYSE,Real Estate
1633,EVMN,563954250,"Evommune, Inc.",NYSE,Healthcare
1634,KREF,558049060,KKR Real Estate Finance Trust Inc.,NYSE,Real Estate
1635,AVNS,555552993,"Avanos Medical, Inc.",NYSE,Healthcare
1636,OXM,550084846,"Oxford Industries, Inc.",NYSE,Consumer Discretionary
1637,SXC,549479153,"SunCoke Energy, Inc.",NYSE,Materials
1638,CRD.A,549186816,Crawford & Company,NYSE,Financials
1639,ADCT,507950012,ADC Therapeutics SA,NYSE,Healthcare
1640,CPAC,546364647,Cementos Pacasmayo S.A.A.,NYSE,Materials
1641,NRGV,541579895,"Energy Vault Holdings, Inc.",NYSE,Utilities
1642,HZO,539957955,"MarineMax, Inc.",NYSE,Consumer Discretionary
1643,CPS,537752343,Cooper-Standard Holdings Inc.,NYSE,Consumer Discretionary
1644,BWMX,536611931,"Betterware de México, S.A.P.I. de C.V.",NYSE,Consumer Discretionary
1645,TCBX,534644121,"Third Coast Bancshares, Inc.",NYSE,Financials
1646,TWI,534553264,"Titan International, Inc.",NYSE,Industrials
1647,KOS,521376380,Kosmos Energy Ltd.,NYSE,Energy
1648,HY,521153767,"Hyster-Yale, Inc.",NYSE,Industrials
1649,CRD.B,555714624,Crawford & Company,NYSE,Financials
1650,WOLF,514223978,"Wolfspeed, Inc.",NYSE,Technology
1651,CION,514133419,CION Investment Corporation,NYSE,Financials
1652,KFRC,540238980,Kforce Inc.,NYSE,Industrials
1653,PSTL,507513481,"Postal Realty Trust, Inc.",NYSE,Real Estate
1654,CLCO,515858578,Cool Company Ltd.,NYSE,Energy
1655,SD,510051857,"SandRidge Energy, Inc.",NYSE,Energy
1656,ASC,509127689,Ardmore Shipping Corporation,NYSE,Industrials
1657,AEXA,386626250,American Exceptionalism Acquisition Corp. A,NYSE,Financials
1658,SB,500345284,"Safe Bulkers, Inc.",NYSE,Industrials
1659,CODI,498814455,Compass Diversified,NYSE,Industrials
1660,GTN.A,826901952,"Gray Media, Inc.",NYSE,Communication Services
1661,DNA,475969212,"Ginkgo Bioworks Holdings, Inc.",NYSE,Healthcare
1662,CVLG,495780359,"Covenant Logistics Group, Inc.",NYSE,Industrials
1663,NUS,501736636,"Nu Skin Enterprises, Inc.",NYSE,Consumer Staples
1664,WEAV,492342527,"Weave Communications, Inc.",NYSE,Healthcare
1665,PKST,491893892,Peakstone Realty Trust,NYSE,Real Estate
1666,ZKH,494582367,ZKH Group Limited,NYSE,Consumer Discretionary
1667,HLLY,486940799,Holley Inc.,NYSE,Consumer Discretionary
1668,MCS,492313728,The Marcus Corporation,NYSE,Communication Services
1669,EVH,495964367,"Evolent Health, Inc.",NYSE,Healthcare
1670,MAGN,480600000,Magnera Corporation,NYSE,Materials
1671,BKKT,244907117,"Bakkt Holdings, Inc.",NYSE,Technology
1672,KRSP,478900000,Rice Acquisition Corporation 3,NYSE,Financials
1673,CANG,496342655,Cango Inc.,NYSE,Financials
1674,BXC,477802274,BlueLinx Holdings Inc.,NYSE,Industrials
1675,RGR,477370935,"Sturm, Ruger & Company, Inc.",NYSE,Industrials
1676,UP,462251517,Wheels Up Experience Inc.,NYSE,Industrials
1677,HKD,721307242,AMTD Digital Inc.,NYSE,Technology
1678,GTN,452326198,"Gray Media, Inc.",NYSE,Communication Services
1679,CMTG,468741675,"Claros Mortgage Trust, Inc.",NYSE,Real Estate
1680,KLC,466112382,"KinderCare Learning Companies, Inc.",NYSE,Consumer Staples
1681,AAM,466775357,AA Mission Acquisition Corp.,NYSE,Financials
1682,CYH,480663064,"Community Health Systems, Inc.",NYSE,Healthcare
1683,MOV,323521640,"Movado Group, Inc.",NYSE,Consumer Discretionary
1684,GMRE,88199663,Global Medical REIT Inc.,NYSE,Real Estate
1685,OLP,454331950,"One Liberty Properties, Inc.",NYSE,Real Estate
1686,FFWM,451353471,First Foundation Inc.,NYSE,Financials
1687,LAW,451189309,"CS Disco, Inc.",NYSE,Technology
1688,TBN,463161439,Tamboran Resources Corporation,NYSE,Energy
1689,VPG,447001670,"Vishay Precision Group, Inc.",NYSE,Technology
1690,EHAB,446227962,"Enhabit, Inc.",NYSE,Healthcare
1691,EBF,450253908,"Ennis, Inc.",NYSE,Industrials
1692,MLR,441796187,"Miller Industries, Inc.",NYSE,Consumer Discretionary
1693,NLOP,440866872,Net Lease Office Properties,NYSE,Real Estate
1694,DIN,447077879,"Dine Brands Global, Inc.",NYSE,Consumer Discretionary
1695,RYAM,435536355,Rayonier Advanced Materials Inc.,NYSE,Materials
1696,TRC,434068434,Tejon Ranch Co.,NYSE,Industrials
1697,WOW,443945492,"WideOpenWest, Inc.",NYSE,Communication Services
1698,AMBQ,429261080,"Ambiq Micro, Inc.",NYSE,Technology
1699,FVR,323263462,"FrontView REIT, Inc.",NYSE,Real Estate
1700,EVTL,423098122,Vertical Aerospace Ltd.,NYSE,Industrials
1701,ZEPP,116708733,Zepp Health Corporation,NYSE,Technology
1702,FPI,433863270,Farmland Partners Inc.,NYSE,Real Estate
1703,CHCT,443015357,Community Healthcare Trust Incorporated,NYSE,Real Estate
1704,FTK,418454540,"Flotek Industries, Inc.",NYSE,Energy
1705,ANRO,415046236,"Alto Neuroscience, Inc.",NYSE,Healthcare
1706,PSFE,420165659,Paysafe Limited,NYSE,Technology
1707,RC,418043032,Ready Capital Corporation,NYSE,Real Estate
1708,GPRK,407815626,GeoPark Limited,NYSE,Energy
1709,AII,408953858,"American Integrity Insurance Group, Inc.",NYSE,Financials
1710,ASIX,407527411,AdvanSix Inc.,NYSE,Materials
1711,SGU,406301666,"Star Group, L.P.",NYSE,Energy
1712,PSBD,391516231,Palmer Square Capital BDC Inc.,NYSE,Financials
1713,MTW,402595192,"The Manitowoc Company, Inc.",NYSE,Industrials
1714,PACK,402472900,Ranpak Holdings Corp.,NYSE,Consumer Discretionary
1715,HSHP,406381500,Himalaya Shipping Ltd.,NYSE,Industrials
1716,CMDB,399976203,Costamare Bulkers Holdings Limited,NYSE,Industrials
1717,NMG,399361897,Nouveau Monde Graphite Inc.,NYSE,Materials
1718,MSB,397929903,Mesabi Trust,NYSE,Materials
1719,TCI,397408536,"Transcontinental Realty Investors, Inc.",NYSE,Real Estate
1720,NOA,409369509,North American Construction Group Ltd.,NYSE,Energy
1721,CAL,394269645,"Caleres, Inc.",NYSE,Consumer Discretionary
1722,PNNT,393735447,PennantPark Investment Corporation,NYSE,Financials
1723,ZIP,428459470,"ZipRecruiter, Inc.",NYSE,Communication Services
1724,HVT,393339445,"Haverty Furniture Companies, Inc.",NYSE,Consumer Discretionary
1725,NGS,392275900,"Natural Gas Services Group, Inc.",NYSE,Energy
1726,HVT.A,395787712,"Haverty Furniture Companies, Inc.",NYSE,Consumer Discretionary
1727,BBBY,3173620355,"Bed Bath & Beyond, Inc.",NYSE,Consumer Discretionary
1728,PKE,390552247,Park Aerospace Corp.,NYSE,Industrials
1729,BOC,382206205,Boston Omaha Corporation,NYSE,Industrials
1730,SITC,387530602,SITE Centers Corp.,NYSE,Real Estate
1731,ORN,385842457,"Orion Group Holdings, Inc.",NYSE,Industrials
1732,OSG,612263500,"Octave Specialty Group, Inc.",NYSE,Financials
1733,GNE,379971913,Genie Energy Ltd.,NYSE,Utilities
1734,MBI,379712068,MBIA Inc.,NYSE,Financials
1735,DDL,381346692,Dingdong (Cayman) Limited,NYSE,Consumer Staples
1736,GCO,376749025,Genesco Inc.,NYSE,Consumer Discretionary
1737,KFS,375065661,Kingsway Financial Services Inc.,NYSE,Consumer Discretionary
1738,MG,374161095,"Mistras Group, Inc.",NYSE,Industrials
1739,SAR,371034962,Saratoga Investment Corp.,NYSE,Financials
1740,OIS,368128622,"Oil States International, Inc.",NYSE,Energy
1741,YRD,183712731,Yiren Digital Ltd.,NYSE,Financials
1742,RM,364642838,Regional Management Corp.,NYSE,Financials
1743,FCRS,364400000,FutureCrest Acquisition Corp.,NYSE,Financials
1744,USNA,361960969,"USANA Health Sciences, Inc.",NYSE,Consumer Staples
1745,NC,361415440,"NACCO Industries, Inc.",NYSE,Energy
1746,GFR,361110191,Greenfire Resources Ltd.,NYSE,Energy
1747,GFR.RT,,Greenfire Resources Ltd.,NYSE,
1748,EGY,359690973,"VAALCO Energy, Inc.",NYSE,Energy
1749,VHI,358873075,"Valhi, Inc.",NYSE,Materials
1750,OWLT,207376641,"Owlet, Inc.",NYSE,Healthcare
1751,LND,362549416,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,NYSE,Consumer Staples
1752,ONIT,357083966,Onity Group Inc.,NYSE,Financials
1753,BGS,355897873,"B&G Foods, Inc.",NYSE,Consumer Staples
1754,KNOP,339089007,KNOT Offshore Partners LP,NYSE,Energy
1755,SCM,335094420,Stellus Capital Investment Corporation,NYSE,Financials
1756,WNC,346417246,Wabash National Corporation,NYSE,Industrials
1757,FET,368879154,"Forum Energy Technologies, Inc.",NYSE,Energy
1758,SOUL,259274400,Soulpower Acquisition Corporation,NYSE,Financials
1759,AUNA,343560842,Auna S.A.,NYSE,Healthcare
1760,MEC,341348616,"Mayville Engineering Company, Inc.",NYSE,Industrials
1761,CLDT,331817031,Chatham Lodging Trust,NYSE,Real Estate
1762,DAVA,361689529,Endava plc,NYSE,Technology
1763,EAF,3327566390,GrafTech International Ltd.,NYSE,Industrials
1764,LXFR,332197790,Luxfer Holdings PLC,NYSE,Industrials
1765,HYAC,330558392,Haymaker Acquisition Corp. 4,NYSE,Financials
1766,SMRT,328994857,"SmartRent, Inc.",NYSE,Technology
1767,NREF,255903196,"NexPoint Real Estate Finance, Inc.",NYSE,Real Estate
1768,IPI,336076108,"Intrepid Potash, Inc.",NYSE,Materials
1769,OOMA,324955199,"Ooma, Inc.",NYSE,Technology
1770,AVBC,316000175,"Avidia Bancorp, Inc.",NYSE,Financials
1771,LZM,297047629,Lifezone Metals Limited,NYSE,Materials
1772,ZH,293148752,Zhihu Inc.,NYSE,Communication Services
1773,XYF,51917547,X Financial,NYSE,Financials
1774,XPOF,223924444,"Xponential Fitness, Inc.",NYSE,Consumer Discretionary
1775,ACCO,310969659,ACCO Brands Corporation,NYSE,Industrials
1776,RAC,245117600,Rithm Acquisition Corp.,NYSE,Financials
1777,BNED,310571085,"Barnes & Noble Education, Inc.",NYSE,Consumer Discretionary
1778,SI,310055329,"Shoulder Innovations, Inc.",NYSE,Healthcare
1779,SMC,309095423,Summit Midstream Corporation,NYSE,Energy
1780,JACS,308623710,Jackson Acquisition Company II,NYSE,Financials
1781,MLP,305420791,"Maui Land & Pineapple Company, Inc.",NYSE,Real Estate
1782,MPX,301691673,Marine Products Corporation,NYSE,Consumer Discretionary
1783,BRCC,375887568,BRC Inc.,NYSE,Consumer Staples
1784,CBAN,299380128,"Colony Bankcorp, Inc.",NYSE,Financials
1785,SPMC,294998598,"Sound Point Meridian Capital, Inc.",NYSE,Financials
1786,JENA,295545000,Jena Acquisition Corporation II,NYSE,Financials
1787,BRT,281311627,BRT Apartments Corp.,NYSE,Real Estate
1788,CIA,293117178,"Citizens, Inc.",NYSE,Financials
1789,EIC,307301884,Eagle Point Income Company Inc.,NYSE,Financials
1790,ACRE,288888878,Ares Commercial Real Estate Corporation,NYSE,Real Estate
1791,RNGR,285769482,"Ranger Energy Services, Inc.",NYSE,Energy
1792,QUAD,285098360,"Quad/Graphics, Inc.",NYSE,Industrials
1793,CLW,285001248,Clearwater Paper Corporation,NYSE,Materials
1794,OEC,284117512,Orion S.A.,NYSE,Materials
1795,CIO,276490934,"City Office REIT, Inc.",NYSE,Real Estate
1796,PAII,275400000,Pyrophyte Acquisition Corp. II,NYSE,Financials
1797,RMAX,168263413,"RE/MAX Holdings, Inc.",NYSE,Real Estate
1798,VACI,274575337,Viking Acquisition Corp. I,NYSE,Financials
1799,TG,274857993,Tredegar Corporation,NYSE,Industrials
1800,SBXD,215186600,SilverBox Corp IV,NYSE,Financials
1801,PINE,246323472,"Alpine Income Property Trust, Inc.",NYSE,Real Estate
1802,SEG,267309140,Seaport Entertainment Group Inc.,NYSE,Real Estate
1803,YCY,146200000,AA Mission Acquisition Corp. II,NYSE,Financials
1804,COSO,265931602,"CoastalSouth Bancshares, Inc.",NYSE,Financials
1805,NL,265813273,"NL Industries, Inc.",NYSE,Industrials
1806,ASPN,265250887,"Aspen Aerogels, Inc.",NYSE,Industrials
1807,AGL,264889069,"agilon health, inc.",NYSE,Healthcare
1808,WTI,264761739,"W&T Offshore, Inc.",NYSE,Energy
1809,XPER,264546019,Xperi Inc.,NYSE,Technology
1810,SPIR,263105671,"Spire Global, Inc.",NYSE,Industrials
1811,DDD,260050788,3D Systems Corporation,NYSE,Technology
1812,TPVG,258086426,TriplePoint Venture Growth BDC Corp.,NYSE,Financials
1813,CMCM,5153767,Cheetah Mobile Inc.,NYSE,Communication Services
1814,MEI,257764460,"Methode Electronics, Inc.",NYSE,Technology
1815,MITT,257130037,"AG Mortgage Investment Trust, Inc.",NYSE,Real Estate
1816,SLQT,255159029,"SelectQuote, Inc.",NYSE,Financials
1817,ARL,253587075,"American Realty Investors, Inc.",NYSE,Real Estate
1818,CVEO,288256536,Civeo Corporation,NYSE,Consumer Discretionary
1819,SJT,250755322,San Juan Basin Royalty Trust,NYSE,Energy
1820,EVC,246639696,Entravision Communications Corporation,NYSE,Communication Services
1821,COPL,242978744,Copley Acquisition Corp,NYSE,Financials
1822,TRAK,240318762,"ReposiTrak, Inc.",NYSE,Technology
1823,EB,240255024,"Eventbrite, Inc.",NYSE,Communication Services
1824,ONTF,236425886,"ON24, Inc.",NYSE,Technology
1825,LANV,236952262,Lanvin Group Holdings Limited,NYSE,Consumer Discretionary
1826,JILL,172508565,"J.Jill, Inc.",NYSE,Consumer Discretionary
1827,DOUG,227330824,Douglas Elliman Inc.,NYSE,Real Estate
1828,NRDY,147526356,"Nerdy, Inc.",NYSE,Technology
1829,SPCE,221832702,"Virgin Galactic Holdings, Inc.",NYSE,Industrials
1830,JELD,219501456,"JELD-WEN Holding, Inc.",NYSE,Industrials
1831,AOMR,200714858,"Angel Oak Mortgage REIT, Inc.",NYSE,Real Estate
1832,HBB,212696356,Hamilton Beach Brands Holding Company,NYSE,Consumer Discretionary
1833,OMI,212474705,"Owens & Minor, Inc.",NYSE,Healthcare
1834,AMPY,212094224,Amplify Energy Corp.,NYSE,Energy
1835,CBNA,205646749,"Chain Bridge Bancorp, Inc.",NYSE,Financials
1836,EARN,204008380,Ellington Credit Company,NYSE,Financials
1837,ZVIA,181393807,Zevia PBC,NYSE,Consumer Staples
1838,BHR,185556855,Braemar Hotels & Resorts Inc.,NYSE,Real Estate
1839,SRG,199952355,Seritage Growth Properties,NYSE,Real Estate
1840,DBI,195877295,Designer Brands Inc.,NYSE,Consumer Discretionary
1841,DSX,200289020,Diana Shipping Inc.,NYSE,Industrials
1842,AIIA,149800000,AI Infrastructure Acquisition Corp.,NYSE,Financials
1843,AIIA.RT,,AI Infrastructure Acquisition Corp.,NYSE,Financials
1844,FOA,239717042,Finance of America Companies Inc.,NYSE,Financials
1845,FC,188050721,Franklin Covey Co.,NYSE,Consumer Staples
1846,SMHI,188024525,SEACOR Marine Holdings Inc.,NYSE,Industrials
1847,GHG,185059878,GreenTree Hospitality Group Ltd.,NYSE,Consumer Discretionary
1848,CHPT,181688363,"ChargePoint Holdings, Inc.",NYSE,Consumer Discretionary
1849,UIS,181117509,Unisys Corporation,NYSE,Technology
1850,MDV,152069956,"Modiv Industrial, Inc.",NYSE,Real Estate
1851,PERF,174435122,Perfect Corp.,NYSE,Technology
1852,CLPR,60872478,Clipper Realty Inc.,NYSE,Real Estate
1853,SRI,158854156,"Stoneridge, Inc.",NYSE,Consumer Discretionary
1854,GHI,158709909,Greystone Housing Impact Investors LP,NYSE,Financials
1855,VLN,160592902,Valens Semiconductor Ltd.,NYSE,Technology
1856,ALTG,156341123,Alta Equipment Group Inc.,NYSE,Industrials
1857,TBI,150595524,"TrueBlue, Inc.",NYSE,Industrials
1858,AKA,148976893,a.k.a. Brands Holding Corp.,NYSE,Consumer Discretionary
1859,ACR,155503311,ACRES Commercial Realty Corp.,NYSE,Real Estate
1860,FF,141484475,FutureFuel Corp.,NYSE,Materials
1861,WHG,159279641,"Westwood Holdings Group, Inc.",NYSE,Financials
1862,IH,29279437,iHuman Inc.,NYSE,Consumer Staples
1863,DLNG,137356184,Dynagas LNG Partners LP,NYSE,Energy
1864,STEM,134411132,"Stem, Inc.",NYSE,Utilities
1865,GPMT,130365769,Granite Point Mortgage Trust Inc.,NYSE,Real Estate
1866,ANVS,94826824,"Annovis Bio, Inc.",NYSE,Healthcare
1867,SRFM,68435380,Surf Air Mobility Inc.,NYSE,Industrials
1868,AVD,125250844,American Vanguard Corporation,NYSE,Materials
1869,CURV,129239145,Torrid Holdings Inc.,NYSE,Consumer Discretionary
1870,ONL,122765902,Orion Properties Inc.,NYSE,Real Estate
1871,BARK,121025573,"BARK, Inc.",NYSE,Consumer Discretionary
1872,RPT,117195024,Rithm Property Trust Inc.,NYSE,Real Estate
1873,AXR,114873796,AMREP Corporation,NYSE,Real Estate
1874,MED,119914788,"Medifast, Inc.",NYSE,Consumer Discretionary
1875,SKIL,112091368,Skillsoft Corp.,NYSE,Consumer Staples
1876,COOK,105619569,"Traeger, Inc.",NYSE,Consumer Discretionary
1877,PEW,108515718,GrabAGun Digital Holdings Inc.,NYSE,Industrials
1878,CHGG,98433216,"Chegg, Inc.",NYSE,Consumer Staples
1879,SPRU,92112815,Spruce Power Holding Corporation,NYSE,Technology
1880,SOL,91352487,Emeren Group Ltd,NYSE,Technology
1881,SQNS,140128110,Sequans Communications S.A.,NYSE,Technology
1882,CHMI,84500937,Cherry Hill Mortgage Investment Corporation,NYSE,Real Estate
1883,MX,84007885,Magnachip Semiconductor Corporation,NYSE,Technology
1884,LFT,83248167,"Lument Finance Trust, Inc.",NYSE,Real Estate
1885,DHX,89059205,"DHI Group, Inc.",NYSE,Technology
1886,SRL,83004606,Scully Royalty Ltd.,NYSE,Financials
1887,SKLZ,85530005,Skillz Inc.,NYSE,Communication Services
1888,TSQ,75367270,"Townsquare Media, Inc.",NYSE,Communication Services
1889,STG,77637828,Sunlands Technology Group,NYSE,Consumer Staples
1890,GCTS,74800421,"GCT Semiconductor Holding, Inc.",NYSE,Technology
1891,KORE,72593016,"KORE Group Holdings, Inc.",NYSE,Communication Services
1892,OPAD,56208507,Offerpad Solutions Inc.,NYSE,Real Estate
1893,VATE,70779987,INNOVATE Corp.,NYSE,Industrials
1894,AMTD,7293652,AMTD IDEA Group,NYSE,Financials
1895,AMWL,66302368,American Well Corporation,NYSE,Healthcare
1896,TISI,65057861,"Team, Inc.",NYSE,Industrials
1897,BEDU,16335347,Bright Scholar Education Holdings Limited,NYSE,Consumer Staples
1898,CATO,64127336,The Cato Corporation,NYSE,Consumer Discretionary
1899,RFL,42463053,"Rafael Holdings, Inc.",NYSE,Real Estate
1900,UFI,61691828,"Unifi, Inc.",NYSE,Consumer Discretionary
1901,PSQH,59274212,"PSQ Holdings, Inc.",NYSE,Technology
1902,PVL,57420000,Permianville Royalty Trust,NYSE,Energy
1903,GROV,56701087,"Grove Collaborative Holdings, Inc.",NYSE,Consumer Staples
1904,NRT,55143540,North European Oil Royalty Trust,NYSE,Energy
1905,CRT,53040000,Cross Timbers Royalty Trust,NYSE,Energy
1906,LOCL,51223486,Local Bounti Corporation,NYSE,Consumer Staples
1907,CULP,50953552,"Culp, Inc.",NYSE,Consumer Discretionary
1908,GWH,32498284,"ESS Tech, Inc.",NYSE,Industrials
1909,WBX,33506535,Wallbox N.V.,NYSE,Technology
1910,AP,50714341,Ampco-Pittsburgh Corporation,NYSE,Industrials
1911,BGSF,48942571,"BGSF, Inc.",NYSE,Industrials
1912,TGE,47998159,The Generation Essentials Group,NYSE,Financials
1913,PRT,47446355,PermRock Royalty Trust,NYSE,Energy
1914,VOC,46410000,VOC Energy Trust,NYSE,Energy
1915,CNF,15910087,CNFinance Holdings Limited,NYSE,Financials
1916,LITB,18121119,"LightInTheBox Holding Co., Ltd.",NYSE,Consumer Discretionary
1917,TLYS,35781836,"Tilly's, Inc.",NYSE,Consumer Discretionary
1918,SST,34992748,"System1, Inc.",NYSE,Industrials
1919,NOTE,33342149,"FiscalNote Holdings, Inc.",NYSE,Technology
1920,TSE,33391253,Trinseo PLC,NYSE,Materials
1921,FEDU,2839271,Four Seasons Education (Cayman) Inc.,NYSE,Consumer Staples
1922,NTZ,27095938,Natuzzi S.p.A.,NYSE,Consumer Discretionary
1923,SLAI,247982,SOLAI Limited,NYSE,Technology
1924,FENG,236242,Phoenix New Media Limited,NYSE,Communication Services
1925,EQS,26085452,"Equus Total Return, Inc.",NYSE,Financials
1926,MOGU,19483200,MOGU Inc.,NYSE,Consumer Discretionary
1927,AHT,20516467,"Ashford Hospitality Trust, Inc.",NYSE,Real Estate
1928,NYC,19819246,American Strategic Investment Co.,NYSE,Real Estate
1929,SBDS,13265007,"Solo Brands, Inc.",NYSE,Consumer Discretionary
1930,NINE,18410985,"Nine Energy Service, Inc.",NYSE,Energy
1931,ALUR,11184607,Allurion Technologies Inc.,NYSE,Healthcare
1932,CCM,579544,Concord Medical Services Holdings Limited,NYSE,Healthcare
1933,RBOT,14676740,Vicarious Surgical Inc.,NYSE,Healthcare
1934,CRNG,,"CorEnergy Infrastructure Trust, Inc.",NYSE,
1935,SOS,7541199,SOS Limited,NYSE,Financials
1936,MTR,8870688,Mesa Royalty Trust,NYSE,Energy
